subj,dataset,analysis,split_num,splitA,splitB,condition,pearsonr
humanvshuman,edge,humanvshuman_splithalves,42,['subject-01' 'subject-02' 'subject-05' 'subject-07' 'subject-10'],['subject-03' 'subject-04' 'subject-06' 'subject-08' 'subject-09'],0,0.6737832999734581
humanvshuman,edge,humanvshuman_splithalves,43,['subject-01' 'subject-02' 'subject-05' 'subject-08' 'subject-09'],['subject-03' 'subject-04' 'subject-06' 'subject-07' 'subject-10'],0,0.6755396063351665
humanvshuman,edge,humanvshuman_splithalves,44,['subject-01' 'subject-02' 'subject-05' 'subject-08' 'subject-10'],['subject-03' 'subject-04' 'subject-06' 'subject-07' 'subject-09'],0,0.6771799975604462
humanvshuman,edge,humanvshuman_splithalves,45,['subject-01' 'subject-02' 'subject-05' 'subject-09' 'subject-10'],['subject-03' 'subject-04' 'subject-06' 'subject-07' 'subject-08'],0,0.7112561997605062
humanvshuman,edge,humanvshuman_splithalves,46,['subject-01' 'subject-02' 'subject-06' 'subject-07' 'subject-08'],['subject-03' 'subject-04' 'subject-05' 'subject-09' 'subject-10'],0,0.681008603201512
humanvshuman,edge,humanvshuman_splithalves,47,['subject-01' 'subject-02' 'subject-06' 'subject-07' 'subject-09'],['subject-03' 'subject-04' 'subject-05' 'subject-08' 'subject-10'],0,0.7043547846611297
humanvshuman,edge,humanvshuman_splithalves,48,['subject-01' 'subject-02' 'subject-06' 'subject-07' 'subject-10'],['subject-03' 'subject-04' 'subject-05' 'subject-08' 'subject-09'],0,0.6838062140531744
humanvshuman,edge,humanvshuman_splithalves,49,['subject-01' 'subject-02' 'subject-06' 'subject-08' 'subject-09'],['subject-03' 'subject-04' 'subject-05' 'subject-07' 'subject-10'],0,0.7026707276780426
humanvshuman,edge,humanvshuman_splithalves,50,['subject-01' 'subject-02' 'subject-06' 'subject-08' 'subject-10'],['subject-03' 'subject-04' 'subject-05' 'subject-07' 'subject-09'],0,0.69722137530326
humanvshuman,edge,humanvshuman_splithalves,51,['subject-01' 'subject-02' 'subject-06' 'subject-09' 'subject-10'],['subject-03' 'subject-04' 'subject-05' 'subject-07' 'subject-08'],0,0.7128740624540015
humanvshuman,edge,humanvshuman_splithalves,52,['subject-01' 'subject-02' 'subject-07' 'subject-08' 'subject-09'],['subject-03' 'subject-04' 'subject-05' 'subject-06' 'subject-10'],0,0.6619273220392978
humanvshuman,edge,humanvshuman_splithalves,53,['subject-01' 'subject-02' 'subject-07' 'subject-08' 'subject-10'],['subject-03' 'subject-04' 'subject-05' 'subject-06' 'subject-09'],0,0.6817506347557262
humanvshuman,edge,humanvshuman_splithalves,54,['subject-01' 'subject-02' 'subject-07' 'subject-09' 'subject-10'],['subject-03' 'subject-04' 'subject-05' 'subject-06' 'subject-08'],0,0.6193441298029753
humanvshuman,edge,humanvshuman_splithalves,55,['subject-01' 'subject-02' 'subject-08' 'subject-09' 'subject-10'],['subject-03' 'subject-04' 'subject-05' 'subject-06' 'subject-07'],0,0.7057569273730454
humanvshuman,edge,humanvshuman_splithalves,56,['subject-01' 'subject-03' 'subject-04' 'subject-05' 'subject-06'],['subject-02' 'subject-07' 'subject-08' 'subject-09' 'subject-10'],0,0.6883719247004644
