subj,dataset,analysis,split_num,splitA,splitB,condition,pearsonr
humanvshuman,cue-conflict,humanvshuman_splithalves,110,['subject-01' 'subject-04' 'subject-08' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-05' 'subject-06' 'subject-07'],0,0.7298765033794558
humanvshuman,cue-conflict,humanvshuman_splithalves,111,['subject-01' 'subject-05' 'subject-06' 'subject-07' 'subject-08'],['subject-02' 'subject-03' 'subject-04' 'subject-09' 'subject-10'],0,0.7191224144098127
humanvshuman,cue-conflict,humanvshuman_splithalves,112,['subject-01' 'subject-05' 'subject-06' 'subject-07' 'subject-09'],['subject-02' 'subject-03' 'subject-04' 'subject-08' 'subject-10'],0,0.7102972467957329
humanvshuman,cue-conflict,humanvshuman_splithalves,113,['subject-01' 'subject-05' 'subject-06' 'subject-07' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-08' 'subject-09'],0,0.7107162566869419
humanvshuman,cue-conflict,humanvshuman_splithalves,114,['subject-01' 'subject-05' 'subject-06' 'subject-08' 'subject-09'],['subject-02' 'subject-03' 'subject-04' 'subject-07' 'subject-10'],0,0.7289276840679827
humanvshuman,cue-conflict,humanvshuman_splithalves,115,['subject-01' 'subject-05' 'subject-06' 'subject-08' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-07' 'subject-09'],0,0.7446873448791889
humanvshuman,cue-conflict,humanvshuman_splithalves,116,['subject-01' 'subject-05' 'subject-06' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-07' 'subject-08'],0,0.7308823434962254
humanvshuman,cue-conflict,humanvshuman_splithalves,117,['subject-01' 'subject-05' 'subject-07' 'subject-08' 'subject-09'],['subject-02' 'subject-03' 'subject-04' 'subject-06' 'subject-10'],0,0.7247521177725823
humanvshuman,cue-conflict,humanvshuman_splithalves,118,['subject-01' 'subject-05' 'subject-07' 'subject-08' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-06' 'subject-09'],0,0.7271883092535578
humanvshuman,cue-conflict,humanvshuman_splithalves,119,['subject-01' 'subject-05' 'subject-07' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-06' 'subject-08'],0,0.7209119773094574
humanvshuman,cue-conflict,humanvshuman_splithalves,120,['subject-01' 'subject-05' 'subject-08' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-06' 'subject-07'],0,0.7453055802485867
humanvshuman,cue-conflict,humanvshuman_splithalves,121,['subject-01' 'subject-06' 'subject-07' 'subject-08' 'subject-09'],['subject-02' 'subject-03' 'subject-04' 'subject-05' 'subject-10'],0,0.7129517200986148
humanvshuman,cue-conflict,humanvshuman_splithalves,122,['subject-01' 'subject-06' 'subject-07' 'subject-08' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-05' 'subject-09'],0,0.7105322248662489
humanvshuman,cue-conflict,humanvshuman_splithalves,123,['subject-01' 'subject-06' 'subject-07' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-05' 'subject-08'],0,0.6980456973578415
humanvshuman,cue-conflict,humanvshuman_splithalves,124,['subject-01' 'subject-06' 'subject-08' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-05' 'subject-07'],0,0.7329438243594841
humanvshuman,cue-conflict,humanvshuman_splithalves,125,['subject-01' 'subject-07' 'subject-08' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-05' 'subject-06'],0,0.7171920037916963
