subj,dataset,analysis,split_num,splitA,splitB,condition,pearsonr
humanvshuman,silhouette,humanvshuman_splithalves,110,['subject-01' 'subject-04' 'subject-08' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-05' 'subject-06' 'subject-07'],0,0.8401785007898173
humanvshuman,silhouette,humanvshuman_splithalves,111,['subject-01' 'subject-05' 'subject-06' 'subject-07' 'subject-08'],['subject-02' 'subject-03' 'subject-04' 'subject-09' 'subject-10'],0,0.8489063775114503
humanvshuman,silhouette,humanvshuman_splithalves,112,['subject-01' 'subject-05' 'subject-06' 'subject-07' 'subject-09'],['subject-02' 'subject-03' 'subject-04' 'subject-08' 'subject-10'],0,0.8288049163041691
humanvshuman,silhouette,humanvshuman_splithalves,113,['subject-01' 'subject-05' 'subject-06' 'subject-07' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-08' 'subject-09'],0,0.8470147451375056
humanvshuman,silhouette,humanvshuman_splithalves,114,['subject-01' 'subject-05' 'subject-06' 'subject-08' 'subject-09'],['subject-02' 'subject-03' 'subject-04' 'subject-07' 'subject-10'],0,0.8233831536141959
humanvshuman,silhouette,humanvshuman_splithalves,115,['subject-01' 'subject-05' 'subject-06' 'subject-08' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-07' 'subject-09'],0,0.8290753661297807
humanvshuman,silhouette,humanvshuman_splithalves,116,['subject-01' 'subject-05' 'subject-06' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-07' 'subject-08'],0,0.8473763730619284
humanvshuman,silhouette,humanvshuman_splithalves,117,['subject-01' 'subject-05' 'subject-07' 'subject-08' 'subject-09'],['subject-02' 'subject-03' 'subject-04' 'subject-06' 'subject-10'],0,0.8082771798416386
humanvshuman,silhouette,humanvshuman_splithalves,118,['subject-01' 'subject-05' 'subject-07' 'subject-08' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-06' 'subject-09'],0,0.8568736357489013
humanvshuman,silhouette,humanvshuman_splithalves,119,['subject-01' 'subject-05' 'subject-07' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-06' 'subject-08'],0,0.8315019688455634
humanvshuman,silhouette,humanvshuman_splithalves,120,['subject-01' 'subject-05' 'subject-08' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-06' 'subject-07'],0,0.8329508449407729
humanvshuman,silhouette,humanvshuman_splithalves,121,['subject-01' 'subject-06' 'subject-07' 'subject-08' 'subject-09'],['subject-02' 'subject-03' 'subject-04' 'subject-05' 'subject-10'],0,0.8381043428360971
humanvshuman,silhouette,humanvshuman_splithalves,122,['subject-01' 'subject-06' 'subject-07' 'subject-08' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-05' 'subject-09'],0,0.8274997684122882
humanvshuman,silhouette,humanvshuman_splithalves,123,['subject-01' 'subject-06' 'subject-07' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-05' 'subject-08'],0,0.848068999322698
humanvshuman,silhouette,humanvshuman_splithalves,124,['subject-01' 'subject-06' 'subject-08' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-05' 'subject-07'],0,0.8386429776101988
humanvshuman,silhouette,humanvshuman_splithalves,125,['subject-01' 'subject-07' 'subject-08' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-05' 'subject-06'],0,0.8146567239724158
